BondID,State,CreditRating,Sector,Coupon,IssueDate,MaturityDate,Price,Yield,Duration
BOND1195,TX,AA,Public Safety,3.61,2011-05-01,2027-05-01,99.11,1.54,7.65
BOND1196,IL,A,Education,2.24,2016-05-01,2028-05-01,93.88,4.42,4.84
BOND1197,TX,AA,Education,5.49,2015-09-01,2028-09-01,93.01,1.92,6.51
BOND1198,FL,AA,Utilities,3.32,2021-01-01,2038-01-01,97.12,2.25,7.15
BOND1199,NY,AA,Public Safety,2.87,2019-06-01,2029-06-01,103.89,3.17,6.36
BOND1200,IL,A,Education,3.91,2015-07-01,2028-07-01,109.03,4.94,8.23
BOND1201,CA,AA,Utilities,3.06,2021-08-01,2041-08-01,93.46,3.36,3.75
BOND1202,IL,A,Transportation,3.17,2014-03-01,2029-03-01,90.73,3.85,3.02
BOND1203,CA,A,Utilities,2.92,2020-01-01,2025-01-01,93.1,3.51,6.84
BOND1204,FL,AA,Utilities,2.62,2010-04-01,2015-04-01,93.49,2.29,8.95
BOND1205,FL,A,Transportation,2.54,2011-09-01,2018-09-01,94.57,3.97,4.12
BOND1206,TX,AA,Public Safety,4.27,2015-07-01,2029-07-01,104.14,1.74,6.28
BOND1207,CA,AA,Utilities,2.14,2016-11-01,2030-11-01,106.04,2.82,3.03
BOND1208,IL,AA,Transportation,4.17,2021-03-01,2037-03-01,107.24,1.95,9.16
BOND1209,NY,AA,Education,3.55,2017-01-01,2032-01-01,104.12,1.56,7.29
BOND1210,FL,A,Education,2.29,2020-11-01,2026-11-01,106.47,4.13,5.5
BOND1211,FL,AA,Healthcare,4.71,2021-02-01,2034-02-01,100.75,2.11,3.13
BOND1212,NY,AA,Education,5.18,2017-05-01,2037-05-01,90.57,2.91,8.59
BOND1213,IL,A,Education,2.4,2015-11-01,2026-11-01,99.35,4.7,4.42
BOND1214,TX,AA,Transportation,4.98,2014-06-01,2020-06-01,101.85,2.61,8.39
BOND1215,IL,AA,Utilities,4.84,2016-11-01,2022-11-01,98.4,2.62,9.73
BOND1216,NY,AA,Healthcare,2.46,2017-03-01,2027-03-01,94.02,3.21,4.7
BOND1217,TX,AA,Public Safety,3.55,2021-06-01,2035-06-01,92.55,2.18,3.11
BOND1218,NY,AA,Utilities,2.5,2012-10-01,2020-10-01,102.81,2.19,8.8
BOND1219,FL,A,Utilities,3.66,2010-08-01,2027-08-01,106.39,4.96,3.2
BOND1220,CA,A,Healthcare,2.45,2010-07-01,2024-07-01,90.38,4.16,7.87
BOND1221,CA,AA,Utilities,4.33,2018-10-01,2024-10-01,96.52,3.4,3.53
BOND1222,FL,A,Utilities,3.24,2012-08-01,2021-08-01,98.87,3.51,6.93
BOND1223,CA,AA,Utilities,3.96,2010-02-01,2017-02-01,101.21,2.82,5.16
BOND1224,FL,A,Education,4.81,2013-06-01,2021-06-01,109.0,4.77,7.59
BOND1225,NY,AAA,Public Safety,2.73,2011-07-01,2020-07-01,92.69,1.86,4.37
BOND1226,NY,A,Utilities,2.95,2017-06-01,2030-06-01,109.82,4.63,7.94
BOND1227,CA,AA,Transportation,4.22,2019-09-01,2029-09-01,96.52,3.38,8.68
BOND1228,CA,AA,Healthcare,3.56,2012-10-01,2029-10-01,102.73,2.59,6.6
BOND1229,CA,AA,Education,4.9,2015-01-01,2028-01-01,108.85,1.55,5.26
BOND1230,TX,A,Education,4.23,2014-08-01,2026-08-01,109.73,3.55,6.09
BOND1231,CA,A,Utilities,5.17,2017-11-01,2022-11-01,106.85,3.97,6.97
BOND1232,IL,AA,Utilities,3.25,2020-09-01,2025-09-01,98.72,2.02,3.38
BOND1233,FL,A,Education,5.23,2013-03-01,2025-03-01,104.39,3.71,7.8
BOND1234,CA,AA,Public Safety,5.21,2022-12-01,2035-12-01,100.67,2.78,7.78
BOND1235,TX,A,Public Safety,4.01,2014-11-01,2021-11-01,108.62,4.35,8.6
BOND1236,NY,AA,Transportation,3.76,2014-01-01,2031-01-01,107.19,2.77,8.08
BOND1237,NY,A,Education,3.96,2014-08-01,2028-08-01,97.62,3.92,7.86
BOND1238,NY,AA,Healthcare,3.72,2018-06-01,2030-06-01,103.02,2.38,7.65
BOND1239,FL,A,Transportation,4.32,2012-12-01,2029-12-01,101.11,3.86,7.61
BOND1240,CA,A,Transportation,4.65,2022-03-01,2031-03-01,97.13,4.13,3.97
BOND1241,NY,AA,Education,2.37,2021-11-01,2040-11-01,95.88,2.5,6.67
BOND1242,CA,AA,Utilities,3.18,2015-02-01,2026-02-01,91.8,3.09,5.28
BOND1243,IL,A,Transportation,3.59,2020-09-01,2025-09-01,109.16,3.71,3.9
BOND1244,NY,AA,Education,4.93,2019-08-01,2024-08-01,92.14,2.56,5.26
BOND1245,TX,AA,Public Safety,5.35,2013-07-01,2022-07-01,100.41,2.06,7.15
BOND1246,FL,A,Utilities,3.99,2014-03-01,2021-03-01,96.1,4.03,5.03
BOND1247,IL,AA,Transportation,5.02,2013-03-01,2025-03-01,105.34,2.12,6.57
BOND1248,NY,AA,Transportation,3.61,2014-06-01,2025-06-01,98.97,2.43,7.19
BOND1249,FL,AAA,Healthcare,2.33,2019-07-01,2039-07-01,92.61,1.76,3.1
BOND1250,NY,AA,Utilities,4.77,2017-12-01,2037-12-01,106.16,2.74,3.91
BOND1251,CA,A,Transportation,4.43,2020-05-01,2031-05-01,107.66,4.85,6.98
BOND1252,IL,AA,Healthcare,2.37,2013-08-01,2022-08-01,90.08,2.13,8.07
BOND1253,NY,AA,Public Safety,3.26,2021-11-01,2036-11-01,107.49,3.45,5.6
BOND1254,FL,AA,Education,3.25,2017-07-01,2031-07-01,102.49,1.71,8.85
BOND1255,TX,AA,Education,5.07,2012-03-01,2017-03-01,90.87,2.35,6.79
BOND1256,IL,A,Transportation,3.88,2022-03-01,2040-03-01,104.58,4.41,6.78
BOND1257,NY,AAA,Education,4.4,2022-05-01,2042-05-01,92.74,1.93,3.94
BOND1258,TX,A,Transportation,3.28,2015-04-01,2034-04-01,99.13,3.79,8.59
BOND1259,TX,A,Public Safety,3.13,2013-05-01,2025-05-01,97.99,4.44,4.35
BOND1260,TX,AAA,Education,2.64,2018-09-01,2035-09-01,92.64,1.53,4.23
BOND1261,FL,A,Education,4.48,2015-06-01,2030-06-01,90.6,3.52,8.02
BOND1262,IL,AA,Transportation,3.59,2022-02-01,2036-02-01,99.33,2.33,7.65
BOND1263,NY,AA,Healthcare,2.15,2013-11-01,2031-11-01,97.62,1.65,7.81
BOND1264,TX,AA,Transportation,3.77,2010-03-01,2016-03-01,91.76,3.18,9.61
BOND1265,CA,AA,Transportation,3.24,2017-04-01,2036-04-01,93.7,2.45,8.57
BOND1266,IL,A,Education,4.03,2014-12-01,2021-12-01,98.97,3.5,6.79
BOND1267,NY,AA,Public Safety,5.31,2021-02-01,2030-02-01,107.2,2.87,7.5
BOND1268,FL,A,Education,4.1,2017-06-01,2025-06-01,103.89,4.02,4.06
BOND1269,CA,A,Public Safety,2.93,2014-06-01,2020-06-01,105.17,4.55,4.6
BOND1270,NY,AA,Utilities,2.6,2022-10-01,2027-10-01,107.36,3.43,3.79
BOND1271,FL,AA,Education,3.91,2018-07-01,2035-07-01,99.91,2.73,7.78
BOND1272,CA,AA,Education,3.23,2022-07-01,2027-07-01,99.48,2.32,9.16
BOND1273,FL,AA,Utilities,2.11,2019-01-01,2028-01-01,94.0,3.36,5.45
BOND1274,NY,A,Transportation,3.81,2020-08-01,2028-08-01,102.62,4.39,8.61
BOND1275,IL,AA,Utilities,5.35,2017-09-01,2028-09-01,93.21,2.7,3.6
BOND1276,FL,A,Healthcare,3.27,2014-10-01,2020-10-01,106.57,4.65,3.62
BOND1277,NY,A,Transportation,2.41,2011-04-01,2029-04-01,108.72,4.19,7.3
BOND1278,IL,AA,Transportation,4.86,2010-04-01,2023-04-01,90.97,2.1,7.14
BOND1279,NY,A,Transportation,2.99,2016-11-01,2024-11-01,108.02,3.56,6.92
BOND1280,TX,AA,Transportation,5.45,2020-08-01,2037-08-01,90.67,1.73,8.3
BOND1281,TX,A,Education,2.43,2022-11-01,2031-11-01,98.85,4.43,6.8
BOND1282,TX,A,Public Safety,4.36,2018-05-01,2026-05-01,101.68,4.43,3.27
BOND1283,CA,A,Healthcare,4.18,2013-07-01,2029-07-01,96.54,4.72,7.47
BOND1284,TX,A,Transportation,2.38,2013-04-01,2026-04-01,90.43,3.87,7.69
BOND1285,FL,AA,Healthcare,3.5,2019-12-01,2028-12-01,93.23,2.39,3.09
BOND1286,NY,AAA,Healthcare,2.06,2011-08-01,2019-08-01,108.76,1.54,4.71
BOND1287,TX,AA,Utilities,2.99,2019-03-01,2036-03-01,107.36,3.39,8.51
BOND1288,FL,A,Public Safety,2.53,2017-01-01,2031-01-01,103.42,4.91,9.95
BOND1289,IL,AA,Transportation,2.85,2013-10-01,2032-10-01,102.64,2.89,3.32
BOND1290,FL,A,Utilities,2.23,2010-01-01,2018-01-01,97.13,4.97,6.19
BOND1291,CA,AA,Public Safety,2.07,2022-03-01,2042-03-01,93.77,2.11,6.62
BOND1292,TX,A,Transportation,5.32,2015-10-01,2023-10-01,90.18,4.43,4.52
BOND1293,TX,AA,Public Safety,4.81,2015-01-01,2027-01-01,95.4,2.67,4.57
BOND1294,TX,AA,Education,4.14,2012-01-01,2030-01-01,108.45,1.75,5.03
BOND1295,NY,AA,Transportation,3.1,2018-11-01,2036-11-01,92.38,2.38,5.74
BOND1296,FL,A,Education,3.4,2021-10-01,2036-10-01,106.18,4.36,8.85
BOND1297,TX,AA,Transportation,2.35,2015-10-01,2030-10-01,99.89,1.91,9.45
BOND1298,NY,A,Transportation,5.24,2022-09-01,2036-09-01,100.15,4.72,4.72
BOND1299,IL,AA,Public Safety,2.02,2022-08-01,2035-08-01,101.37,3.24,3.71
BOND1300,TX,A,Utilities,4.17,2020-01-01,2040-01-01,96.26,3.66,6.63
BOND1301,CA,AA,Utilities,2.24,2017-01-01,2036-01-01,104.94,2.76,7.73
BOND1302,IL,AA,Healthcare,5.22,2016-05-01,2024-05-01,101.63,3.47,5.48
BOND1303,FL,AA,Healthcare,4.05,2019-01-01,2034-01-01,93.05,1.71,7.75
BOND1304,IL,AA,Utilities,4.55,2010-10-01,2025-10-01,105.14,2.79,4.36
BOND1305,TX,AA,Transportation,2.78,2019-11-01,2033-11-01,106.7,3.08,6.1
BOND1306,IL,AAA,Public Safety,4.93,2010-10-01,2028-10-01,108.54,1.8,4.07
BOND1307,IL,A,Public Safety,3.98,2010-09-01,2027-09-01,91.05,4.05,9.48
BOND1308,IL,A,Public Safety,3.98,2019-12-01,2030-12-01,104.37,4.96,4.63
BOND1309,TX,A,Utilities,2.87,2019-09-01,2032-09-01,109.19,3.61,8.64
BOND1310,NY,AAA,Education,4.51,2019-02-01,2035-02-01,96.0,1.62,3.19
BOND1311,CA,AA,Healthcare,4.93,2015-08-01,2020-08-01,98.26,2.27,6.05
BOND1312,TX,AA,Healthcare,3.92,2011-08-01,2022-08-01,93.19,2.68,9.74
BOND1313,NY,AA,Healthcare,3.97,2022-03-01,2041-03-01,109.49,2.52,9.42
BOND1314,CA,AA,Education,5.34,2018-11-01,2029-11-01,95.96,1.58,9.01
BOND1315,IL,AA,Utilities,2.01,2013-08-01,2024-08-01,105.74,3.11,6.12
BOND1316,FL,AA,Transportation,2.09,2014-09-01,2021-09-01,99.85,2.71,8.51
BOND1317,FL,AA,Healthcare,5.46,2013-02-01,2030-02-01,99.77,2.85,6.83
BOND1318,TX,A,Healthcare,2.3,2012-06-01,2020-06-01,101.22,4.09,7.84
BOND1319,CA,AA,Public Safety,5.17,2011-11-01,2022-11-01,101.82,1.92,5.19
BOND1320,CA,A,Education,4.42,2013-12-01,2030-12-01,103.06,4.93,5.71
BOND1321,IL,AA,Healthcare,2.41,2013-09-01,2022-09-01,109.03,2.18,7.88
BOND1322,FL,AA,Utilities,4.68,2011-05-01,2018-05-01,103.88,1.63,7.67
BOND1323,NY,AA,Education,3.52,2017-01-01,2035-01-01,94.83,3.09,3.34
BOND1324,TX,AA,Healthcare,4.89,2020-05-01,2031-05-01,96.0,2.15,7.06
BOND1325,CA,A,Transportation,3.04,2013-02-01,2032-02-01,109.29,4.27,3.53
BOND1326,TX,A,Utilities,4.55,2011-05-01,2025-05-01,102.07,4.31,7.72
BOND1327,IL,AA,Transportation,3.51,2013-05-01,2032-05-01,108.56,2.74,5.21
BOND1328,CA,AA,Healthcare,4.49,2021-03-01,2038-03-01,91.38,2.84,9.37
BOND1329,NY,AA,Utilities,2.38,2018-01-01,2029-01-01,106.53,2.48,4.13
BOND1330,NY,AA,Education,4.18,2016-03-01,2021-03-01,106.06,2.61,3.67
BOND1331,IL,AA,Transportation,5.12,2012-11-01,2022-11-01,101.36,1.83,9.28
BOND1332,NY,A,Utilities,5.42,2016-01-01,2033-01-01,95.85,3.55,3.44
BOND1333,CA,A,Healthcare,3.08,2019-12-01,2032-12-01,104.06,3.61,9.79
BOND1334,NY,A,Utilities,3.31,2015-06-01,2031-06-01,109.65,4.63,5.67
BOND1335,TX,A,Utilities,2.95,2018-02-01,2035-02-01,101.81,3.91,8.65
BOND1336,TX,AA,Healthcare,4.88,2021-09-01,2039-09-01,102.66,3.26,9.73
BOND1337,TX,AA,Education,3.21,2012-06-01,2030-06-01,104.96,2.49,8.5
BOND1338,TX,A,Public Safety,4.26,2010-11-01,2021-11-01,98.78,4.79,6.31
BOND1339,TX,A,Education,3.18,2021-01-01,2035-01-01,105.36,4.19,3.33
BOND1340,TX,A,Healthcare,3.23,2018-08-01,2028-08-01,108.2,4.27,5.06
BOND1341,CA,A,Public Safety,2.14,2011-07-01,2020-07-01,107.59,4.53,4.04
BOND1342,IL,AA,Healthcare,2.55,2016-12-01,2027-12-01,109.89,1.52,9.41
BOND1343,FL,A,Transportation,5.03,2012-06-01,2018-06-01,104.67,4.06,3.1
BOND1344,NY,A,Utilities,3.72,2020-11-01,2039-11-01,107.26,3.72,5.12
BOND1345,NY,AAA,Education,5.24,2013-01-01,2023-01-01,100.23,1.88,4.17
BOND1346,FL,A,Healthcare,3.15,2011-02-01,2022-02-01,93.89,3.8,3.75
BOND1347,NY,A,Healthcare,3.05,2018-08-01,2028-08-01,94.51,3.59,9.98
BOND1348,CA,A,Public Safety,4.77,2018-10-01,2031-10-01,101.53,3.87,6.56
BOND1349,FL,AA,Public Safety,3.78,2012-02-01,2032-02-01,100.26,2.48,8.5
BOND1350,CA,A,Transportation,3.11,2011-01-01,2025-01-01,97.49,4.91,4.29
BOND1351,FL,AA,Public Safety,3.46,2022-01-01,2031-01-01,107.43,1.8,8.03
BOND1352,NY,AA,Education,3.34,2022-07-01,2028-07-01,97.07,1.63,6.45
BOND1353,TX,A,Utilities,3.62,2012-04-01,2021-04-01,107.39,4.01,5.8
BOND1354,NY,A,Utilities,2.78,2015-09-01,2027-09-01,93.78,4.38,5.45
BOND1355,CA,AA,Public Safety,5.46,2021-11-01,2031-11-01,108.74,2.89,3.49
BOND1356,NY,A,Utilities,2.81,2010-07-01,2028-07-01,91.58,3.83,6.04
BOND1357,FL,A,Transportation,5.48,2019-06-01,2039-06-01,98.04,4.84,8.16
BOND1358,IL,AA,Transportation,4.62,2020-01-01,2029-01-01,108.97,1.66,9.24
BOND1359,TX,AA,Education,3.73,2020-02-01,2039-02-01,108.25,3.46,6.63
BOND1360,FL,A,Transportation,4.06,2017-10-01,2030-10-01,92.44,4.03,9.07
BOND1361,IL,AA,Healthcare,4.94,2021-05-01,2027-05-01,99.85,1.73,5.03
BOND1362,IL,A,Education,5.24,2014-05-01,2030-05-01,91.94,3.67,8.44
BOND1363,CA,A,Education,5.43,2010-09-01,2018-09-01,93.97,4.47,6.47
BOND1364,IL,A,Healthcare,2.0,2016-12-01,2029-12-01,106.82,4.82,5.31
BOND1365,FL,AA,Healthcare,4.88,2022-07-01,2037-07-01,108.08,2.9,7.19
BOND1366,TX,AA,Transportation,4.76,2022-02-01,2030-02-01,99.82,2.76,3.8
BOND1367,TX,AA,Utilities,2.02,2022-11-01,2042-11-01,107.56,2.81,4.67
BOND1368,CA,AA,Education,2.78,2012-06-01,2019-06-01,103.55,2.37,8.34
BOND1369,CA,AA,Education,3.59,2018-03-01,2023-03-01,95.02,3.18,9.82
BOND1370,IL,A,Education,5.06,2016-05-01,2026-05-01,101.35,3.53,4.15
BOND1371,TX,A,Healthcare,2.14,2018-08-01,2034-08-01,108.74,3.87,9.57
BOND1372,FL,A,Healthcare,3.3,2015-08-01,2034-08-01,91.04,3.54,9.0
BOND1373,TX,A,Transportation,2.57,2014-04-01,2027-04-01,96.55,3.56,8.75
BOND1374,NY,AA,Healthcare,2.34,2011-09-01,2020-09-01,102.72,2.91,4.63
BOND1375,NY,AA,Education,2.2,2019-11-01,2036-11-01,108.57,3.29,3.62
BOND1376,FL,AA,Healthcare,4.38,2016-11-01,2034-11-01,97.37,3.17,6.67
BOND1377,NY,AA,Healthcare,3.31,2019-09-01,2035-09-01,107.35,3.11,9.61
BOND1378,NY,AA,Utilities,2.05,2016-12-01,2027-12-01,97.83,3.04,3.15
BOND1379,IL,AA,Utilities,5.43,2020-09-01,2037-09-01,104.87,1.91,5.52
BOND1380,TX,AA,Transportation,2.92,2016-12-01,2021-12-01,92.28,2.26,4.72
BOND1381,TX,A,Utilities,4.8,2010-12-01,2017-12-01,99.79,4.12,6.86
BOND1382,NY,AA,Public Safety,3.61,2010-04-01,2028-04-01,95.92,3.49,4.52
BOND1383,NY,AA,Utilities,2.21,2012-08-01,2023-08-01,101.84,2.08,7.67
BOND1384,TX,AA,Public Safety,2.53,2016-12-01,2028-12-01,92.69,2.71,4.84
BOND1385,IL,AA,Transportation,5.33,2016-04-01,2026-04-01,90.93,2.54,6.12
BOND1386,IL,A,Healthcare,2.16,2013-03-01,2032-03-01,105.28,4.73,6.89
BOND1387,IL,A,Public Safety,3.9,2016-10-01,2021-10-01,106.09,4.93,6.27
BOND1388,FL,A,Education,3.28,2013-12-01,2032-12-01,106.42,4.38,5.86
BOND1389,FL,AA,Education,5.04,2011-10-01,2021-10-01,105.79,3.45,4.31
BOND1390,NY,AA,Healthcare,5.42,2018-06-01,2033-06-01,96.5,2.62,7.88
BOND1391,FL,AA,Education,4.33,2019-07-01,2028-07-01,103.22,2.46,6.53
BOND1392,FL,AA,Healthcare,5.47,2015-02-01,2035-02-01,107.8,3.43,4.37
BOND1393,IL,AA,Public Safety,2.85,2021-05-01,2039-05-01,96.85,2.21,3.95
BOND1394,NY,AA,Utilities,4.11,2020-07-01,2033-07-01,102.23,3.26,6.05
BOND1395,NY,AA,Healthcare,5.5,2022-12-01,2035-12-01,92.9,1.52,9.06
BOND1396,CA,AA,Public Safety,3.72,2019-04-01,2035-04-01,103.2,3.43,8.53
BOND1397,TX,AA,Public Safety,4.27,2015-05-01,2025-05-01,98.74,3.05,9.15
BOND1398,CA,A,Utilities,5.22,2013-02-01,2021-02-01,91.15,4.3,4.8
BOND1399,FL,AA,Public Safety,4.84,2021-06-01,2026-06-01,108.68,3.11,8.61
BOND1400,NY,A,Healthcare,2.55,2015-10-01,2028-10-01,97.7,4.88,3.52
BOND1401,IL,A,Utilities,5.2,2017-11-01,2023-11-01,90.5,3.99,8.75
BOND1402,IL,AA,Education,2.1,2013-03-01,2018-03-01,94.92,3.06,7.71
BOND1403,TX,A,Education,2.85,2021-08-01,2035-08-01,101.12,4.31,9.35
BOND1404,IL,AA,Transportation,3.61,2011-09-01,2018-09-01,101.45,3.18,4.7
BOND1405,IL,A,Education,2.15,2014-04-01,2027-04-01,91.46,4.64,7.14
BOND1406,NY,AA,Education,2.45,2022-09-01,2035-09-01,99.67,2.66,8.65
BOND1407,NY,AA,Education,4.99,2014-10-01,2033-10-01,93.0,3.2,9.08
BOND1408,FL,AA,Education,3.73,2011-06-01,2020-06-01,97.17,3.04,6.43
BOND1409,FL,AA,Transportation,2.1,2020-05-01,2039-05-01,109.75,1.67,9.69
BOND1410,IL,AA,Utilities,4.92,2022-05-01,2039-05-01,104.41,2.42,9.73
BOND1411,CA,A,Transportation,4.58,2018-05-01,2031-05-01,91.04,4.17,9.78
BOND1412,NY,A,Healthcare,4.3,2016-01-01,2034-01-01,100.12,4.93,5.35
BOND1413,IL,A,Public Safety,3.45,2012-03-01,2029-03-01,103.65,4.61,6.04
BOND1414,NY,A,Public Safety,2.36,2013-10-01,2032-10-01,94.77,3.83,9.23
BOND1415,IL,A,Utilities,3.52,2020-04-01,2029-04-01,109.47,3.57,5.81
BOND1416,CA,A,Public Safety,3.53,2022-06-01,2029-06-01,102.81,3.93,3.94
BOND1417,NY,AA,Education,3.19,2018-06-01,2035-06-01,95.16,2.29,8.63
BOND1418,NY,AA,Utilities,2.3,2022-11-01,2033-11-01,99.9,3.12,9.04
BOND1419,CA,A,Utilities,3.6,2021-05-01,2031-05-01,109.29,3.58,8.15
BOND1420,FL,AAA,Utilities,4.33,2013-10-01,2027-10-01,97.87,1.72,4.62
BOND1421,NY,A,Education,3.18,2012-09-01,2021-09-01,90.05,3.86,3.49
BOND1422,TX,A,Transportation,3.18,2022-10-01,2041-10-01,108.68,4.58,7.52
BOND1423,IL,A,Education,2.76,2019-11-01,2039-11-01,106.37,3.7,3.28
BOND1424,TX,AA,Healthcare,2.03,2015-12-01,2035-12-01,99.53,2.6,9.8
BOND1425,TX,A,Transportation,4.91,2011-07-01,2030-07-01,95.54,4.61,7.6
BOND1426,IL,AA,Healthcare,5.07,2010-06-01,2022-06-01,99.71,1.84,6.61
BOND1427,IL,AA,Transportation,4.1,2015-04-01,2027-04-01,90.88,2.47,6.41
BOND1428,CA,AA,Transportation,2.15,2013-02-01,2031-02-01,92.62,3.3,4.13
BOND1429,TX,AA,Utilities,3.85,2020-08-01,2038-08-01,106.41,2.37,7.57
BOND1430,IL,AA,Transportation,3.67,2013-12-01,2033-12-01,93.68,2.62,9.55
BOND1431,NY,AAA,Utilities,3.7,2014-12-01,2029-12-01,104.88,1.84,4.34
BOND1432,FL,AA,Transportation,3.26,2020-09-01,2036-09-01,103.97,2.44,7.29
BOND1433,FL,AA,Utilities,5.34,2012-09-01,2020-09-01,93.33,2.99,6.99
BOND1434,IL,AA,Public Safety,2.75,2014-03-01,2022-03-01,102.93,1.88,9.19
BOND1435,TX,AA,Healthcare,4.56,2013-12-01,2018-12-01,103.78,2.43,7.63
BOND1436,TX,AA,Utilities,3.27,2016-11-01,2024-11-01,96.48,3.32,9.16
BOND1437,IL,A,Utilities,4.16,2015-05-01,2029-05-01,94.16,3.71,7.11
BOND1438,IL,A,Education,2.32,2018-02-01,2026-02-01,93.74,3.55,9.4
BOND1439,CA,A,Education,5.19,2016-10-01,2036-10-01,101.23,4.82,9.93
BOND1440,CA,A,Healthcare,3.0,2014-01-01,2026-01-01,107.16,3.95,6.62
BOND1441,FL,AA,Public Safety,2.08,2013-12-01,2029-12-01,90.88,3.17,8.04
BOND1442,TX,AA,Transportation,2.91,2011-09-01,2020-09-01,105.23,3.42,9.64
BOND1443,CA,AA,Utilities,4.91,2014-07-01,2031-07-01,109.41,1.56,5.92
BOND1444,FL,AA,Education,5.16,2021-04-01,2026-04-01,108.83,3.34,4.07
BOND1445,NY,A,Education,2.94,2018-11-01,2035-11-01,92.66,4.47,9.68
BOND1446,CA,AA,Public Safety,4.73,2015-03-01,2032-03-01,99.73,2.32,9.1
BOND1447,FL,A,Transportation,4.81,2015-06-01,2034-06-01,90.74,4.55,7.85
BOND1448,CA,AA,Utilities,4.18,2022-11-01,2042-11-01,94.69,2.24,9.32
BOND1449,FL,AA,Education,4.45,2022-12-01,2028-12-01,106.35,2.06,7.99
BOND1450,NY,AA,Utilities,5.13,2013-09-01,2021-09-01,96.79,2.7,4.21
BOND1451,NY,AA,Public Safety,5.16,2017-05-01,2029-05-01,90.21,2.77,4.28
BOND1452,CA,AA,Utilities,2.48,2015-03-01,2034-03-01,105.1,2.36,3.16
BOND1453,TX,AA,Utilities,3.85,2020-12-01,2037-12-01,95.03,2.2,8.42
BOND1454,NY,AA,Public Safety,2.75,2022-01-01,2042-01-01,101.56,2.65,5.83
BOND1455,NY,A,Utilities,2.52,2017-03-01,2028-03-01,91.03,4.09,5.82
BOND1456,NY,AA,Utilities,3.09,2011-04-01,2026-04-01,99.55,2.4,8.99
BOND1457,CA,A,Public Safety,2.51,2016-05-01,2028-05-01,93.43,4.34,8.2
BOND1458,NY,AA,Healthcare,2.87,2014-08-01,2022-08-01,105.06,3.46,9.92
BOND1459,CA,AAA,Healthcare,4.67,2020-10-01,2033-10-01,99.78,1.74,4.0
BOND1460,NY,AA,Healthcare,2.74,2014-06-01,2019-06-01,96.55,2.32,8.9
BOND1461,NY,AA,Education,4.1,2011-01-01,2023-01-01,102.45,2.98,5.09
BOND1462,NY,A,Education,3.51,2011-03-01,2023-03-01,109.98,3.75,4.65
BOND1463,FL,AA,Education,4.58,2022-05-01,2028-05-01,107.73,3.19,7.89
BOND1464,NY,AA,Public Safety,4.51,2016-11-01,2034-11-01,94.97,2.16,7.72
BOND1465,TX,AA,Public Safety,3.11,2021-05-01,2041-05-01,95.2,2.91,5.08
BOND1466,FL,AA,Public Safety,3.15,2014-09-01,2019-09-01,99.05,2.14,9.28
BOND1467,NY,AA,Education,2.64,2021-05-01,2026-05-01,99.94,1.84,7.14
BOND1468,IL,A,Public Safety,2.26,2020-11-01,2037-11-01,96.82,4.45,5.09
BOND1469,FL,AA,Healthcare,3.29,2021-08-01,2029-08-01,107.08,2.56,4.79
BOND1470,IL,AA,Education,5.01,2015-02-01,2025-02-01,106.62,2.37,3.3
BOND1471,IL,AA,Healthcare,3.06,2021-07-01,2029-07-01,90.8,2.6,7.75
BOND1472,FL,A,Healthcare,5.36,2011-03-01,2028-03-01,96.28,4.96,8.24
BOND1473,IL,AA,Transportation,3.62,2020-10-01,2026-10-01,91.68,2.02,8.96
BOND1474,NY,A,Public Safety,3.99,2021-09-01,2032-09-01,103.4,4.24,3.49
BOND1475,CA,AA,Education,4.23,2021-03-01,2033-03-01,100.92,3.24,5.97
BOND1476,FL,A,Education,5.12,2014-08-01,2028-08-01,91.01,4.48,6.8
BOND1477,TX,AA,Healthcare,5.5,2019-10-01,2029-10-01,102.04,2.93,9.11
BOND1478,NY,A,Public Safety,2.33,2015-04-01,2034-04-01,103.11,4.05,3.33
BOND1479,CA,AA,Public Safety,2.92,2012-03-01,2018-03-01,106.62,2.09,8.0
BOND1480,NY,AA,Healthcare,2.59,2017-10-01,2028-10-01,92.56,1.64,9.18
BOND1481,NY,AA,Education,2.01,2012-11-01,2021-11-01,97.85,3.31,5.28
BOND1482,NY,AA,Education,3.21,2013-02-01,2025-02-01,106.91,2.27,9.53
BOND1483,CA,AA,Public Safety,3.83,2017-07-01,2032-07-01,104.91,1.82,6.79
BOND1484,IL,AA,Education,4.26,2022-06-01,2032-06-01,109.15,3.08,3.76
BOND1485,FL,A,Utilities,3.3,2013-04-01,2027-04-01,98.68,4.02,8.23
BOND1486,FL,AA,Healthcare,4.7,2011-05-01,2023-05-01,96.51,2.93,7.61
BOND1487,NY,AA,Education,2.67,2014-08-01,2027-08-01,97.89,2.6,7.25
BOND1488,CA,AA,Transportation,4.67,2012-05-01,2018-05-01,91.27,1.91,9.31
BOND1489,IL,A,Education,5.34,2016-12-01,2032-12-01,99.77,4.74,6.8
BOND1490,FL,AAA,Transportation,4.75,2021-09-01,2040-09-01,101.24,1.57,3.6
BOND1491,CA,A,Utilities,4.38,2011-08-01,2016-08-01,107.99,4.94,6.22
BOND1492,CA,AAA,Transportation,4.73,2013-05-01,2027-05-01,97.22,1.85,3.9
BOND1493,TX,AA,Transportation,3.1,2015-10-01,2033-10-01,92.88,2.3,8.63
